syndrome_name,group,features_tested,significant_features,high_priority_features,max_abs_hedges_g,median_abs_hedges_g,disease_n,matched_healthy_n
"FACIAL DYSMORPHISM, HYPERTRICHOSIS, EPILEPSY, INTELLECTUAL/DEVELOPMENTAL DELAY, AND GINGIVAL OVERGROWTH SYNDROME; FHEIG",European,125,0,0,2.4266972841247765,0.6218637811206803,4,143
"FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION; FPVEPD",European,125,13,12,2.074441436391138,0.32973074710921824,15,143
FAM20B,East Asian,125,0,0,2.92440695075631,0.7338999761567885,2,143
FBXW7,European,125,80,25,1.4579809583227394,0.5281409026490885,24,143
FG syndrome,European,125,0,0,1.4201893968317683,0.2941587945866024,8,143
FG syndrome,Middle Eastern,125,0,0,2.2215337735473395,0.5593205985430546,2,142
FILIPPI SYNDROME; FLPIS,European,125,0,0,2.064932149894858,0.5306339980481743,3,143
FLOATING-HARBOR SYNDROME; FLHS,East Asian,125,25,21,1.4275169336029667,0.3294981053090048,14,143
FLOATING-HARBOR SYNDROME; FLHS,European,125,86,20,1.581023116982233,0.4604444915260755,62,143
FLOATING-HARBOR SYNDROME; FLHS,Latino/Hispanic,125,0,0,2.4545994113131693,0.5779971396054856,3,143
FOCAL DERMAL HYPOPLASIA; FDH,European,125,0,0,1.0711271834027254,0.254373538619656,12,143
FOCAL DERMAL HYPOPLASIA; FDH,SE Asian,125,0,0,2.4686551877571694,0.5487634301386145,4,143
FOCAL DERMAL HYPOPLASIA; FDH,South Asian,125,0,0,2.199454432656463,0.4307807453523305,2,143
FONTAINE PROGEROID SYNDROME; FPS,European,125,1,0,1.6259355313689612,0.27144585608748106,9,143
FOXA2,European,125,0,0,2.7431289189754455,0.5965843369430911,2,143
FRA10AC1,Middle Eastern,125,50,0,3.158591228993559,0.9311875114175269,5,142
FRAGILE X SYNDROME; FXS,African,125,0,0,3.162971254156647,0.6532577966907152,3,143
FRAGILE X SYNDROME; FXS,European,125,10,8,1.3419638347115483,0.2597219217812815,15,143
FRANK-TER HAAR SYNDROME; FTHS,European,125,15,0,2.346037233839758,0.5019850798850104,5,143
FRIAS SYNDROME,European,125,0,0,3.202037220369688,0.45423059953919137,2,143
"Facial paresis, hereditary congenital",Middle Eastern,125,15,0,2.2294284951185794,0.48611192810246007,5,142
Facioscapulohumeral muscular dystrophy,European,125,42,0,3.4169486978550796,0.49012100148770155,7,143
Focal facial dermal dysplasia,European,125,0,0,2.176217044887963,0.5462279281938353,4,143
Fraser syndrome,European,125,0,0,2.667019489213504,0.2977201357631566,3,143
Frontometaphyseal dysplasia,European,125,0,0,2.083552686994801,0.48439605969569294,3,143
GAND SYNDROME; GAND,European,125,24,5,1.6168810051696227,0.2822993268051975,22,143
GAPO SYNDROME; GAPOS,African,125,0,0,3.3946189792906294,0.6732703887539708,2,143
GAPO SYNDROME; GAPOS,European,125,10,0,2.6274065351501736,0.4708263230814825,7,143
GENITOPATELLAR SYNDROME; GTPTS,East Asian,125,0,0,2.4721253957458997,0.646791894734115,3,143
GENITOPATELLAR SYNDROME; GTPTS,European,125,1,1,1.3917279390339163,0.3507375207844511,10,143
GERODERMA OSTEODYSPLASTICUM; GO,Latino/Hispanic,125,0,0,2.504379266877735,0.851110990694625,2,143
GERODERMA OSTEODYSPLASTICUM; GO,Middle Eastern,125,2,0,1.7297112278458775,0.5323843130069749,8,142
GLASS SYNDROME; GLASS,East Asian,125,2,0,2.314129223252108,0.36964510656777294,6,143
GLASS SYNDROME; GLASS,European,125,56,24,1.5093048592760545,0.370134452829764,25,143
GLOBAL DEVELOPMENTAL DELAY WITH SPEECH AND BEHAVIORAL ABNORMALITIES; GDSBA,European,125,0,0,2.901418712626594,0.7998989441563502,3,143
"GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES; GDACCF",European,125,0,0,2.0960770827171964,0.37955131341931136,4,143
GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE,Middle Eastern,125,0,0,3.581131894547879,1.2948558231082157,2,142
GNAI1,European,125,0,0,1.3086968243150783,0.3304890181139007,7,143
GOMEZ-LOPEZ-HERNANDEZ SYNDROME; GLHS,Latino/Hispanic,125,0,0,1.3777753835856903,0.32788582922236165,3,143
Galloway-Mowat syndrome,African,125,0,0,1.8080670497207385,0.4167870685053666,4,143
Galloway-Mowat syndrome,East Asian,125,0,0,2.109485180701027,0.6483832625772943,4,143
H4C3,European,125,0,0,1.624626251549278,0.5573388914564741,2,143
H4C5,European,125,0,0,1.0379223660052395,0.26575847626254157,8,143
H4C9,European,125,0,0,2.3970011600204972,0.42084569868683164,3,143
HAJDU-CHENEY SYNDROME; HJCYS,European,125,0,0,2.2798068831400466,0.40453327389113036,3,143
HAO-FOUNTAIN SYNDROME; HAFOUS,African,125,0,0,3.5727410288634114,0.8537321602970338,2,143
HAO-FOUNTAIN SYNDROME; HAFOUS,European,125,45,9,1.7394182785754224,0.37400048591416485,33,143
HAREL-YOON SYNDROME; HAYOS,European,125,0,0,2.0944423410776714,0.734175798988504,2,143
HARTSFIELD SYNDROME; HRTFDS,European,125,0,0,2.484727147638081,0.5052129608476645,2,143
HEART AND BRAIN MALFORMATION SYNDROME; HBMS,European,125,4,0,1.97146274938516,0.31622955504793343,6,143
HELSMOORTEL-VAN DER AA SYNDROME; HVDAS,European,125,45,6,0.9599090844375087,0.255882950778096,55,143
HIATT-NEU-COOPER NEURODEVELOPMENTAL SYNDROME; HINCONS,European,125,19,0,1.9225002854565407,0.5846501265308239,8,143
HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; HRDS,African,125,2,0,1.9987704045974903,0.41552349223660023,5,143
HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; HRDS,Middle Eastern,125,0,0,6.733152512864177,0.8544533530809542,2,142
"HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS",European,125,0,0,1.9719060665261825,0.39414230804832356,6,143
"HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS",Middle Eastern,125,0,0,2.1348993465477544,0.4492673442001288,2,142
"HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME; HADDS",South Asian,125,0,0,2.24665553725749,0.5582651678754843,2,143
Hennekam lymphangiectasia-lymphedema syndrome,European,125,1,0,2.1541835439157553,0.48216419934040217,9,143
Hennekam lymphangiectasia-lymphedema syndrome,Middle Eastern,125,0,0,2.4841572070719713,0.38871332081280546,4,142
Hermansky-Pudlak syndrome,East Asian,125,0,0,2.443400539232966,0.5229904461692299,2,143
Holoprosencephaly,European,125,45,17,1.2974697483138475,0.40711328561114746,21,143
Hutchinson-Gilford progeria,African,125,0,0,1.6126333675218996,0.6356055127949031,5,143
Hutchinson-Gilford progeria,East Asian,125,3,0,2.032628900256596,0.5100326778098794,6,143
Hutchinson-Gilford progeria,European,125,53,28,2.1975063495462455,0.3544122284396749,31,143
Hutchinson-Gilford progeria,Latino/Hispanic,125,0,0,1.142479392587886,0.26515241985763705,7,143
Hutchinson-Gilford progeria,South Asian,125,43,0,2.3859523373313474,0.7996016830178228,6,143
Hyper-IgE recurrent infection syndrome,Middle Eastern,125,0,0,1.5538027718682719,0.4480173262502152,6,142
Hyper-IgE recurrent infection syndrome,South Asian,125,9,0,2.827170656093249,0.49853946092289825,5,143
Hyperphosphatasia with mental retardation syndrome,African,125,65,13,1.227407899722085,0.43281302447283987,27,143
Hyperphosphatasia with mental retardation syndrome,European,125,47,6,1.4677952235269782,0.39576561218270395,27,143
Hyperphosphatasia with mental retardation syndrome,Middle Eastern,125,6,6,1.1855635814313488,0.19345240441555836,16,142
Hypoplastic left heart syndrome,European,125,0,0,3.4943872049584894,0.88677742070506,2,143
"Hypotonia, infantile, with psychomotor retardation and characteristic facies",African,125,0,0,1.5779820355815595,0.3344008449421073,6,143
"Hypotonia, infantile, with psychomotor retardation and characteristic facies",European,125,0,0,1.7237535834869893,0.5316220421997632,3,143
"Hypotonia, infantile, with psychomotor retardation and characteristic facies",Latino/Hispanic,125,0,0,2.204287045428309,0.6924677070316684,3,143
IMPAIRED INTELLECTUAL DEVELOPMENT AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS; MRFACD,European,125,8,3,0.9907362257309535,0.22123150174025116,23,143
IMPAIRED INTELLECTUAL DEVELOPMENT AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS; MRFACD,Middle Eastern,125,0,0,3.394013519625317,0.6431791191109135,2,142
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISTIC FEATURES AND LANGUAGE DELAY, WITH OR WITHOUT SEIZURES; IDDALDS",European,125,0,0,1.0744203554247735,0.29968671498853044,7,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT SEIZURES; IDDBCS,European,125,0,0,1.2506092005769964,0.45286945708013016,3,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC DEFECTS AND DYSMORPHIC FACIES; IDDCDF,Middle Eastern,125,21,0,2.8413611515265127,0.49793830268744566,7,142
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA,East Asian,125,0,0,1.8247594080498342,0.7986663227975987,2,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA,European,125,19,6,1.0742387568174743,0.27858851194786793,24,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP,European,125,20,15,1.134449137101639,0.30241292697230315,12,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP,Middle Eastern,125,0,0,2.4498854780674724,0.7029712477474211,2,142
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA",Middle Eastern,125,18,0,2.3049968339397737,0.4551820981757241,6,142
INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES; IDDHDF,East Asian,125,11,0,4.0302418677029594,0.5473566681550932,4,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES; IDDHBA,European,125,0,0,1.854275936258352,0.5373644995074509,3,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES; IDDILF,European,125,0,0,2.1531303147361673,0.5148232865404827,3,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD",African,125,0,0,2.5594518455962034,0.526874855449555,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD",Middle Eastern,125,0,0,2.7617586096327424,0.3802486352971217,3,142
INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN,East Asian,125,0,0,3.269229085009268,0.5298984231578342,2,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN,European,125,43,9,1.1333273668897819,0.2845773092545064,27,143
INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS; IDDSSAD,European,125,0,0,1.076328901955315,0.2150675511012034,7,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE, FACIAL ANOMALIES, AND SPEECH DEFECTS; IDDSFAS",South Asian,125,0,0,4.223478617994906,0.8035445993547469,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES; IDDSADF",European,125,0,0,1.0795703887366546,0.304878134215135,8,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA",East Asian,125,0,0,3.6070470153858363,0.5611131685569709,4,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA",European,125,5,0,1.519881495478722,0.21704056169309333,8,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA",Latino/Hispanic,125,0,0,1.6306435108061565,0.5821141036397037,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA",Middle Eastern,125,0,0,2.508630179235184,0.5803230542271611,2,142
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 21; MRD21",East Asian,125,0,0,3.747031459938205,0.8856253078377652,3,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 21; MRD21",European,125,5,4,1.0998821186128933,0.25357664613521125,19,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 21; MRD21",Middle Eastern,125,0,0,2.3961117333683233,0.37333230603996753,2,142
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23; MRD23",European,125,3,3,1.4426227145361539,0.26247631413920125,10,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 26; MRD26",European,125,0,0,2.7485730590871387,0.5800624215933634,3,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 38; MRD38",East Asian,125,0,0,2.4121696804216475,0.28900707336588893,3,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 40; MRD40",European,125,10,7,1.1968680768587916,0.3934495452569661,13,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 50, WITH BEHAVIORAL ABNORMALITIES; MRD50",European,125,59,5,1.3419078213531859,0.35296561077324734,50,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 50, WITH BEHAVIORAL ABNORMALITIES; MRD50",South Asian,125,0,0,2.660730824953752,0.5938554952659229,3,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 53; MRD53",European,125,0,0,1.349050829798961,0.20336887612150167,4,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 59; MRD59",European,125,0,0,1.5406117255229503,0.44893005667685243,4,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 5; MRD5",European,125,19,3,1.0186155333910485,0.26267071164520583,37,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 62; MRD62",African,125,0,0,1.7667208060704727,0.4973995427023256,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 62; MRD62",European,125,0,0,1.6057625575903653,0.31495389429518905,5,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 7; MRD7",East Asian,125,0,0,2.3181448928447907,0.3785168707046083,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 7; MRD7",European,125,35,9,1.389410546989918,0.2934668197266815,31,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 7; MRD7",Latino/Hispanic,125,0,0,2.1062652511107474,0.48658408368481865,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 13; MRT13",Middle Eastern,125,0,0,2.1516291390827496,0.4566145884273484,2,142
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 39; MRT39",East Asian,125,0,0,1.6150509714151233,0.4272047779293089,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 46; MRT46",Middle Eastern,125,15,0,2.4171064739500827,0.6808417030589583,5,142
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 58; MRT58",European,125,0,0,2.3464816811503786,0.6808746844785633,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 5; MRT5",East Asian,125,0,0,2.30750994525841,0.4138368779334405,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 65; MRT65",European,125,0,0,1.9852002905847295,0.45569076228622946,3,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 67; MRT67",European,125,0,0,1.1259531332148196,0.26227374180881724,6,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 72; MRT72",Middle Eastern,125,0,0,2.980073352787372,0.5449925476792566,2,142
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 72; MRT72",SE Asian,125,0,0,2.338366778777883,0.5405638275601756,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 7; MRT7",European,125,0,0,2.7539506243887955,0.4631879077096866,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 93; XLID93",European,125,30,6,1.8997997779409197,0.3320347166389478,19,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 98; XLID98",European,125,0,0,2.7372891135691098,0.6072699247536557,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F",East Asian,125,0,0,4.210703189045725,0.9442968168266843,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F",European,125,9,7,1.5742699408322234,0.36007452013943125,14,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 33; MRXS33",East Asian,125,0,0,2.103497969113021,0.4226896276764063,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 33; MRXS33",European,125,37,12,1.2443913646501283,0.26737670920986817,31,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, 35; MRXS35",European,125,0,0,1.2630677360774751,0.4130918142265955,4,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, ARMFIELD TYPE; MRXSA",European,125,0,0,1.5700239961602724,0.46864971594292765,7,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, BILLUART TYPE; MRXSBL",European,125,2,0,1.1503647866048263,0.38734312137936583,8,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CABEZAS TYPE; MRXSC",European,125,39,9,1.2173099801902034,0.3006350727201049,28,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE; MRXSCJ",European,125,0,0,1.6839591719302422,0.47815435908638126,5,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, HACKMANN-DI DONATO TYPE; MRXSHD",East Asian,125,0,0,1.7392930644146936,0.45749370127912325,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, HACKMANN-DI DONATO TYPE; MRXSHD",European,125,0,0,1.6132253194515633,0.4100673828366268,3,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUBS TYPE; MRXSL",East Asian,125,0,0,2.4177804193859105,0.7235339293218327,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUBS TYPE; MRXSL",European,125,67,24,1.2936416895262652,0.42097126065869583,27,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUJAN-FRYNS TYPE; MRXSLF",South Asian,125,0,0,2.086731354046775,0.5668343653919837,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN",European,125,0,0,1.5613328016440158,0.35629371747077226,4,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN",Latino/Hispanic,125,0,0,1.878314025487472,0.5700425045419741,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, RAYMOND TYPE; MRXSR",European,125,2,0,1.550111840963865,0.4375969555982655,6,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNIJDERS BLOK TYPE; MRXSSB",European,125,61,17,1.3103130331067911,0.37930161861674994,33,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE; MRXSSR",African,125,0,0,2.4681269705399487,0.6349754844518815,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE; MRXSSR",Latino/Hispanic,125,0,0,2.7989866252069637,0.448110394093233,2,143
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, TURNER TYPE; MRXST",European,125,18,9,1.140400989909191,0.27540985239968535,20,143
"INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, GENITAL ANOMALIES, AND IMMUNODEFICIENCY; IMAGEI",European,125,7,7,1.5561446713414566,0.4944978298200631,10,143
Immunodeficiency-centromeric instability-facial anomalies,European,125,0,0,2.7764821223173626,0.6857372256378059,2,143
Infantile liver failure syndrome,European,125,40,0,2.6422583823058905,0.7266566036597777,5,143
JANSEN-DE VRIES SYNDROME; JDVS,European,125,0,0,1.0236582487581398,0.3077030296813437,7,143
JARID2,European,125,0,0,2.31889755607141,0.45708003393719104,2,143
JAWAD SYNDROME; JWDS,South Asian,125,0,0,2.4994135961952684,0.46653884188595124,2,143
JOHANSON-BLIZZARD SYNDROME; JBS,European,125,0,0,1.1106332974422997,0.265689657901489,5,143
Joubert syndrome,African,125,0,0,2.122885921219765,0.3983922619410831,5,143
Joubert syndrome,European,125,29,4,0.9263238950405818,0.2808857673712332,31,143
Joubert syndrome,Middle Eastern,125,0,0,2.357452268840282,0.5819491280259428,2,142
KAGAMI-OGATA SYNDROME,East Asian,125,0,0,1.6728344197412732,0.37806196711964474,6,143
KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS,European,125,0,0,1.261288913952281,0.3760667912489751,9,143
KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS,Latino/Hispanic,125,8,0,2.4208565632778174,0.3881171263776479,6,143
KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS,Middle Eastern,125,0,0,1.7927954890878877,0.3896897095476477,3,142
KBG SYNDROME; KBGS,European,125,58,5,1.1788776645139567,0.2502767236380745,143,143
KBG SYNDROME; KBGS,Latino/Hispanic,125,0,0,1.245741359812577,0.29658975078281946,6,143
KBG SYNDROME; KBGS,Middle Eastern,125,0,0,2.053068623777526,0.4132770891593999,6,142
KCTD3,Middle Eastern,125,21,0,2.4982729017817964,0.691511533786919,5,142
KDM2B,European,125,0,0,1.5289551074215444,0.5402106210319502,6,143
KDM2B,Latino/Hispanic,125,0,0,2.31267214447766,0.39456066247980226,2,143
KEIPERT SYNDROME; KPTS,European,125,9,0,1.8469265701792517,0.3641346013746924,5,143
KOOLEN-DE VRIES SYNDROME; KDVS,European,125,46,13,1.3001640356957813,0.31516281998799195,47,143
KOSAKI OVERGROWTH SYNDROME; KOGS,European,125,2,0,1.6601403593815542,0.38967367720777046,6,143
Kabuki syndrome,African,125,12,0,2.3699479696174284,0.6192736606156278,5,143
Kabuki syndrome,East Asian,125,33,15,1.4561792965968334,0.29431783370027553,31,143
Kabuki syndrome,European,125,75,8,1.2194699704176666,0.325203616358195,99,143
Kabuki syndrome,Latino/Hispanic,125,17,0,2.260918860109157,0.5767624122847851,5,143
Kabuki syndrome,Middle Eastern,125,1,0,1.5634448108877212,0.3624782324528742,8,142
Kabuki syndrome,South Asian,125,0,0,2.262912281286842,0.6161484647399659,2,143
Kenny-Caffey syndrome,European,125,0,0,2.1582305477763346,0.6112288029940015,2,143
Kleefstra syndrome,European,125,45,6,1.1150241983294498,0.2766196554968287,47,143
Klippel-Feil syndrome,Middle Eastern,125,3,0,2.4536202777645975,0.5249135316925457,4,142
LAMB4,African,125,0,0,3.847492600817723,0.8774612020583228,2,143
LARON SYNDROME,Latino/Hispanic,125,0,0,2.726643969471233,0.6275974831089427,2,143
LARSEN SYNDROME; LRS,European,125,1,0,1.7909991784968333,0.27743935425464744,7,143
LARSEN SYNDROME; LRS,Middle Eastern,125,17,0,2.529732084454935,0.6348537637858751,5,142
LARSEN SYNDROME; LRS,South Asian,125,31,0,2.298764349680359,0.5300861454375275,6,143
LATERAL MENINGOCELE SYNDROME; LMNS,European,125,31,0,2.0782448041265216,0.3808083917722993,7,143
LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM; LMHD,European,125,7,0,2.7029192380954368,0.6215914925391326,5,143
LEOPARD syndrome,East Asian,125,0,0,1.3501730873764501,0.3981704826012213,3,143
LI-CAMPEAU SYNDROME; LICAS,African,125,0,0,3.5874970471814267,0.5692096010359664,2,143
LI-CAMPEAU SYNDROME; LICAS,European,125,0,0,2.7367482010078867,0.37505008771529663,2,143
LIG4 SYNDROME,East Asian,125,0,0,2.416581889629185,0.5705811568604976,2,143
LIG4 SYNDROME,European,125,3,3,1.279045322489489,0.30610487788003987,10,143
LUSCAN-LUMISH SYNDROME; LLS,European,125,30,12,1.6461303380241925,0.3151140550899842,14,143
"Leukodystrophy, hypomyelinating",African,125,32,0,1.9411228247130894,0.5371221925745112,8,143
"Leukodystrophy, hypomyelinating",Middle Eastern,125,0,0,1.6807311053499223,0.46742127522620913,3,142
Linear skin defects with multiple congenital anomalies,European,125,4,0,2.4251086008076985,0.4727289617162312,8,143
Lissencephaly,European,125,0,0,1.8917712760953131,0.41453904133173,3,143
Long QT syndrome,East Asian,125,0,0,3.462959843013702,0.6142158983006979,2,143
Long QT syndrome,European,125,0,0,1.8440802887150938,0.44198552558024995,3,143
"MACROCEPHALY, ACQUIRED, WITH IMPAIRED INTELLECTUAL DEVELOPMENT; MACID",European,125,17,12,1.2718417751368234,0.4693075513269108,13,143
"MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION; MDFPMR",South Asian,125,0,0,4.761822647696903,1.0126828781750667,2,143
MACS SYNDROME,European,125,0,0,1.733379414620469,0.37033847914231866,5,143
MACS SYNDROME,Middle Eastern,125,0,0,3.3904314928417345,1.0243866217585298,3,142
MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA; MFDA,European,125,6,0,4.613726181572941,0.34223796625698977,4,143
"MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE; MFDGA",European,125,39,31,1.9620334295088944,0.5282594435739049,10,143
"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",European,125,1,1,1.0972780877603714,0.21087473729077444,14,143
"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",Latino/Hispanic,125,0,0,1.8497598031722924,0.3640499014987991,2,143
