internal_syndrome_name,group,disease_images
INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC DEFECTS AND DYSMORPHIC FACIES; IDDCDF,European,1
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA,African,1
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA,Asian,4
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA,European,24
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP,Asian,2
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP,European,12
INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP,Others,4
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA",African,1
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA",Asian,6
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA",Others,1
INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES; IDDHDF,African,1
INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES; IDDHDF,Asian,4
INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES; IDDHBA,Asian,2
INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES; IDDHBA,European,3
INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES; IDDHBA,Others,1
INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES; IDDILF,European,3
INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES; IDDILF,Others,1
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD",African,2
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD",Asian,3
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES; IDNADFS",Others,1
INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN,Asian,2
INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN,European,27
INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS; IDDSSAD,European,7
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE, FACIAL ANOMALIES, AND SPEECH DEFECTS; IDDSFAS",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES; IDDSADF",European,8
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA",Asian,6
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA",European,8
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA",Others,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 21; MRD21",African,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 21; MRD21",Asian,5
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 21; MRD21",European,19
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23; MRD23",Asian,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 23; MRD23",European,10
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 26; MRD26",African,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 26; MRD26",Asian,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 26; MRD26",European,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 38; MRD38",Asian,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 40; MRD40",European,13
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 40; MRD40",Others,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 50, WITH BEHAVIORAL ABNORMALITIES; MRD50",Asian,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 50, WITH BEHAVIORAL ABNORMALITIES; MRD50",European,50
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 50, WITH BEHAVIORAL ABNORMALITIES; MRD50",Others,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 53; MRD53",European,4
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 59; MRD59",European,4
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 5; MRD5",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 5; MRD5",European,37
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 5; MRD5",Others,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 62; MRD62",African,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 62; MRD62",European,5
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 7; MRD7",Asian,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 7; MRD7",European,31
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 7; MRD7",Others,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 13; MRT13",African,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 13; MRT13",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 39; MRT39",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 46; MRT46",Asian,5
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 58; MRT58",European,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 5; MRT5",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 65; MRT65",European,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 67; MRT67",European,6
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 72; MRT72",Asian,4
"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 7; MRT7",European,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 93; XLID93",European,19
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 98; XLID98",European,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F",African,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F",European,14
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F",Others,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 33; MRXS33",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 33; MRXS33",European,31
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 33; MRXS33",Others,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 34; MRXS34",African,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 34; MRXS34",Others,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, 35; MRXS35",European,4
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, ARMFIELD TYPE; MRXSA",European,7
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, ARMFIELD TYPE; MRXSA",Others,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, BILLUART TYPE; MRXSBL",European,8
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CABEZAS TYPE; MRXSC",European,28
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE; MRXSCJ",European,5
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, HACKMANN-DI DONATO TYPE; MRXSHD",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, HACKMANN-DI DONATO TYPE; MRXSHD",European,3
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUBS TYPE; MRXSL",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUBS TYPE; MRXSL",European,27
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUJAN-FRYNS TYPE; MRXSLF",African,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUJAN-FRYNS TYPE; MRXSLF",Asian,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN",Asian,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN",European,4
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN",Others,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, RAYMOND TYPE; MRXSR",European,6
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNIJDERS BLOK TYPE; MRXSSB",European,33
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE; MRXSSR",African,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE; MRXSSR",European,1
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE; MRXSSR",Others,2
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, TURNER TYPE; MRXST",European,20
"INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, GENITAL ANOMALIES, AND IMMUNODEFICIENCY; IMAGEI",European,10
Immunodeficiency-centromeric instability-facial anomalies,African,1
Immunodeficiency-centromeric instability-facial anomalies,Asian,1
Immunodeficiency-centromeric instability-facial anomalies,European,2
Infantile liver failure syndrome,European,5
JANSEN-DE VRIES SYNDROME; JDVS,European,7
JARID2,European,2
JAWAD SYNDROME; JWDS,Asian,2
JOHANSON-BLIZZARD SYNDROME; JBS,European,5
JOHANSON-BLIZZARD SYNDROME; JBS,Others,1
Joubert syndrome,African,5
Joubert syndrome,Asian,4
Joubert syndrome,European,31
KAGAMI-OGATA SYNDROME,Asian,6
KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS,African,1
KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS,Asian,3
KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS,European,9
KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS,Others,9
KBG SYNDROME; KBGS,African,1
KBG SYNDROME; KBGS,Asian,7
KBG SYNDROME; KBGS,European,143
KBG SYNDROME; KBGS,Others,7
KCTD3,Asian,5
KDM2B,Asian,1
KDM2B,European,6
KDM2B,Others,2
KEIPERT SYNDROME; KPTS,European,5
KEPPEN-LUBINSKY SYNDROME; KPLBS,Asian,1
KEPPEN-LUBINSKY SYNDROME; KPLBS,European,1
KEPPEN-LUBINSKY SYNDROME; KPLBS,Others,1
KOOLEN-DE VRIES SYNDROME; KDVS,African,1
KOOLEN-DE VRIES SYNDROME; KDVS,Asian,1
KOOLEN-DE VRIES SYNDROME; KDVS,European,47
KOSAKI OVERGROWTH SYNDROME; KOGS,European,6
Kabuki syndrome,African,5
Kabuki syndrome,Asian,51
Kabuki syndrome,European,99
Kabuki syndrome,Others,6
Kenny-Caffey syndrome,European,2
Kleefstra syndrome,European,47
Klippel-Feil syndrome,Asian,4
Klippel-Feil syndrome,European,1
Klippel-Feil syndrome,Others,1
LACRIMOAURICULODENTODIGITAL SYNDROME; LADD,European,1
LAMB-SHAFFER SYNDROME; LAMSHF,Asian,1
LAMB-SHAFFER SYNDROME; LAMSHF,European,1
LAMB4,African,2
LARON SYNDROME,Others,2
LARSEN SYNDROME; LRS,African,1
LARSEN SYNDROME; LRS,Asian,12
LARSEN SYNDROME; LRS,European,7
LARSEN SYNDROME; LRS,Others,2
LATERAL MENINGOCELE SYNDROME; LMNS,Asian,1
LATERAL MENINGOCELE SYNDROME; LMNS,European,7
LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM; LMHD,European,5
LEOPARD syndrome,Asian,3
LEOPARD syndrome,European,1
LEOPARD syndrome,Others,1
LI-CAMPEAU SYNDROME; LICAS,African,2
LI-CAMPEAU SYNDROME; LICAS,Asian,1
LI-CAMPEAU SYNDROME; LICAS,European,2
LIG4 SYNDROME,African,1
LIG4 SYNDROME,Asian,3
LIG4 SYNDROME,European,10
LIG4 SYNDROME,Others,2
LUSCAN-LUMISH SYNDROME; LLS,European,14
"Leukodystrophy, hypomyelinating",African,8
"Leukodystrophy, hypomyelinating",Asian,3
"Leukodystrophy, hypomyelinating",Others,1
Linear skin defects with multiple congenital anomalies,European,8
Lissencephaly,European,3
Long QT syndrome,Asian,2
Long QT syndrome,European,3
"MACROCEPHALY, ACQUIRED, WITH IMPAIRED INTELLECTUAL DEVELOPMENT; MACID",European,13
"MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION; MDFPMR",Asian,2
MACROCEPHALY/AUTISM SYNDROME,Asian,6
MACROCEPHALY/AUTISM SYNDROME,European,1
MACS SYNDROME,Asian,3
MACS SYNDROME,European,5
MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA; MFDA,European,4
"MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE; MFDGA",European,10
"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",African,1
"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",Asian,10
"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",European,14
"MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA",Others,2
MAPKAPK5,African,2
MAPKAPK5,Asian,1
MARBACH-RUSTAD PROGEROID SYNDROME; MARUPS,European,2
MARFAN SYNDROME; MFS,African,2
MARFAN SYNDROME; MFS,European,1
MARFANOID-PROGEROID-LIPODYSTROPHY SYNDROME; MFLS,European,8
MARSHALL-SMITH SYNDROME; MRSHSS,African,1
MARSHALL-SMITH SYNDROME; MRSHSS,Asian,1
MARSHALL-SMITH SYNDROME; MRSHSS,European,17
MARSHALL-SMITH SYNDROME; MRSHSS,Others,1
MCCUNE-ALBRIGHT SYNDROME; MAS,European,1
MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; MCAP,European,2
MELNICK-NEEDLES SYNDROME; MNS,Others,1
MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES,European,4
"MENTAL RETARDATION, AUTOSOMAL DOMINANT 48; MRD48",European,3
"MENTAL RETARDATION, AUTOSOMAL DOMINANT 48; MRD48",Others,2
"MENTAL RETARDATION, AUTOSOMAL DOMINANT 51; MRD51",European,3
"MENTAL RETARDATION, AUTOSOMAL DOMINANT 54; MRD54",European,11
"MENTAL RETARDATION, AUTOSOMAL DOMINANT 57; MRD57",Asian,1
"MENTAL RETARDATION, AUTOSOMAL DOMINANT 57; MRD57",European,36
"MENTAL RETARDATION, AUTOSOMAL DOMINANT 58; MRD58",European,7
"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I; MOPD1",African,1
"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I; MOPD1",European,2
"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II; MOPD2",African,7
"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II; MOPD2",Asian,1
"MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION; MCLMR",Asian,1
"MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION; MCLMR",European,6
"MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION; MCLMR",Others,1
"MICROCEPHALY, GROWTH DEFICIENCY, SEIZURES, AND BRAIN MALFORMATIONS; MIGSB",African,2
MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME; MICCAP,Asian,3
MOEBIUS SYNDROME; MBS,European,5
MOEBIUS SYNDROME; MBS,Others,9
MOWAT-WILSON SYNDROME; MOWS,African,2
MOWAT-WILSON SYNDROME; MOWS,Asian,1
MOWAT-WILSON SYNDROME; MOWS,European,41
MOWAT-WILSON SYNDROME; MOWS,Others,8
MUCOLIPIDOSIS II ALPHA/BETA,Asian,6
MUCOLIPIDOSIS II ALPHA/BETA,European,14
MUCOLIPIDOSIS II ALPHA/BETA,Others,3
MUENKE SYNDROME; MNKES,European,4
"MULTIPLE CONGENITAL ANOMALIES-NEURODEVELOPMENTAL SYNDROME, X-LINKED; MCAND",Asian,6
"MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT; EVMPS",African,2
"MYASTHENIC SYNDROME, CONGENITAL, 19; CMS19",European,2
"MYASTHENIC SYNDROME, CONGENITAL, 22; CMS22",European,4
MYHRE SYNDROME; MYHRS,African,1
MYHRE SYNDROME; MYHRS,Asian,12
MYHRE SYNDROME; MYHRS,European,18
MYHRE SYNDROME; MYHRS,Others,1
"MYOPATHY, CONGENITAL, BAILEY-BLOCH; MYPBB",Asian,1
"MYOPATHY, CONGENITAL, BAILEY-BLOCH; MYPBB",Others,3
Mandibuloacral dysplasia with lipodystrophy,African,3
Meier-Gorlin syndrome,Asian,7
Meier-Gorlin syndrome,European,13
Meier-Gorlin syndrome,Others,3
Menke-Hennekam syndrome,Asian,6
Menke-Hennekam syndrome,European,37
Methylmalonic aciduria and homocystinuria,Asian,1
"Microcephaly, epilepsy, and diabetes syndrome",African,3
"Microcephaly, growth restriction and increased sister chromatid exchange",Asian,4
"Microcephaly, growth restriction and increased sister chromatid exchange",European,4
"Microcephaly, primary",Asian,7
"Microcephaly, primary",Others,1
"Microphthalmia, syndromic",Asian,3
"Microphthalmia, syndromic",European,9
Mitochondrial DNA depletion syndrome,European,2
Mitochondrial DNA depletion syndrome,Others,1
"Mitochondrial complex V (ATP synthase) deficiency, nuclear type",European,1
"Mitochondrial complex V (ATP synthase) deficiency, nuclear type",Others,3
Mucopolysaccharidoses,African,5
Mucopolysaccharidoses,Asian,22
Mucopolysaccharidoses,European,34
Mucopolysaccharidoses,Others,9
Multiple congenital anomalies-hypotonia-seizures syndrome,African,3
Multiple congenital anomalies-hypotonia-seizures syndrome,Asian,9
Multiple congenital anomalies-hypotonia-seizures syndrome,European,10
Multiple congenital anomalies-hypotonia-seizures syndrome,Others,2
"Muscular dystrophy-dystroglycanopathy, type A",African,1
"Myopathy, centronuclear",Asian,1
"Myopathy, centronuclear",European,4
Myotonic dystrophy,European,2
"NABAIS SA-DE VRIES SYNDROME, TYPE 1; NSDVS1",European,2
"NABAIS SA-DE VRIES SYNDROME, TYPE 2; NSDVS2",European,4
NABLUS MASK-LIKE FACIAL SYNDROME; NMLFS,Asian,1
NABLUS MASK-LIKE FACIAL SYNDROME; NMLFS,European,7
NANCE-HORAN SYNDROME; NHS,Asian,1
NANCE-HORAN SYNDROME; NHS,Others,2
NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES; NEDLBA,African,1
NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES; NEDLBA,Asian,2
NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES; NEDLBA,European,3
NEURODEVELOPMENTAL DISORDER AND STRUCTURAL BRAIN ANOMALIES WITH OR WITHOUT SEIZURES AND SPASTICITY; NEDBASS,European,2
NEURODEVELOPMENTAL DISORDER AND STRUCTURAL BRAIN ANOMALIES WITH OR WITHOUT SEIZURES AND SPASTICITY; NEDBASS,Others,2
"NEURODEVELOPMENTAL DISORDER WITH ATAXIC GAIT, ABSENT SPEECH, AND DECREASED CORTICAL WHITE MATTER; NDAGSCW",European,2
"NEURODEVELOPMENTAL DISORDER WITH CATARACTS, POOR GROWTH, AND DYSMORPHIC FACIES; NDCAGF",Asian,3
NEURODEVELOPMENTAL DISORDER WITH CENTRAL AND PERIPHERAL MOTOR DYSFUNCTION; NEDCPMD,African,1
NEURODEVELOPMENTAL DISORDER WITH CENTRAL AND PERIPHERAL MOTOR DYSFUNCTION; NEDCPMD,European,1
NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES; NEDDFL,European,12
NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES; NEDDFL,Others,1
NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL SKELETAL ANOMALIES; NEDDFSA,European,11
NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL SKELETAL ANOMALIES; NEDDFSA,Others,8
"NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SLEEP DISTURBANCE, AND BRAIN ABNORMALITIES; NEDFASB",African,1
"NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SLEEP DISTURBANCE, AND BRAIN ABNORMALITIES; NEDFASB",European,3
"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION; NECFM",Asian,1
"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION; NECFM",European,3
"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION; NECFM",Others,2
"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, SPASTICITY, AND BRAIN ATROPHY; NEDESBA",Asian,1
"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, SPASTICITY, AND BRAIN ATROPHY; NEDESBA",European,2
"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, SPASTICITY, AND BRAIN ATROPHY; NEDESBA",Others,1
"NEURODEVELOPMENTAL DISORDER WITH HEARING LOSS, SEIZURES, AND BRAIN ABNORMALITIES; NEDHSB",Asian,8
"NEURODEVELOPMENTAL DISORDER WITH HEARING LOSS, SEIZURES, AND BRAIN ABNORMALITIES; NEDHSB",European,4
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND AUTISTIC FEATURES WITH OR WITHOUT HYPERKINETIC MOVEMENTS; NEDHAHM,European,2
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES; NEDHCAS",African,1
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES; NEDHCAS",European,2
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND DYSMORPHIC FACIES; NEDHYDF,Asian,2
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND DYSMORPHIC FACIES; NEDHYDF,European,2
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES; NEDHIB,Asian,1
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES; NEDHIB,European,14
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, FACIAL DYSMORPHISM, AND BRAIN ABNORMALITIES; NEDHFBA",Asian,3
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, MICROCEPHALY, AND SEIZURES; NEDHYMS",European,3
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEONATAL RESPIRATORY INSUFFICIENCY, AND THERMODYSREGULATION; NEDHRIT",Asian,1
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEONATAL RESPIRATORY INSUFFICIENCY, AND THERMODYSREGULATION; NEDHRIT",European,2
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, STEREOTYPIC HAND MOVEMENTS, AND IMPAIRED LANGUAGE; NEDHSIL",European,2
"NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA; NEDIDHA",European,3
NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND STRUCTURAL BRAIN ANOMALIES; NEDMIBA,Asian,2
"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA",African,2
"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA",European,2
"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA",Others,1
"NEURODEVELOPMENTAL DISORDER WITH NEONATAL RESPIRATORY INSUFFICIENCY, HYPOTONIA, AND FEEDING DIFFICULTIES; NEDRIHF",Asian,1
